id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
ii395UGz-QQyvcCNCJCDIg,Customer_4558,2015-03-18 20:14:03,⭐⭐⭐⭐⭐,Oh hell yeah!! Came in for a simple burger and fries. Great food! Even better service! Will definitely be a stop on any trip to Nashville. Make sure you try the Tuscany fries!,Uptown,Tavern,41.53,6.32,15.2,3,26-35,Male,Other
TFrU2d0YpTbjicQj5sAGkg,Customer_9756,2014-03-14 09:18:07,⭐⭐⭐⭐⭐,"Only had drinks here, but it was great! They have a two for one happy hour from 2pm until 10pm. The bartender was super friendly and made a great drink!",Uptown,Tavern,15.72,4.0,25.5,3,36-45,Non-binary,Other
EDBroweERbMPsg7LyoaQ1w,Customer_5015,2017-12-17 18:18:01,⭐⭐⭐⭐⭐,"Another brunch gem for Midtown! We went here to try a local place before we headed home and we were not disappointed! We started out with the White Trash Hash- holy smokes. They're basically cheesy potatoes but way better. I had the Pretzel Pancakes for my meal and they were the perfect flavor. They were drizzled with dulce de leche and served with a side of white chocolate mousse and they were so good! I also had a side of Texas toast (hello carb day). Ask for the coconut jam with it... UNREAL. My boyfriend had the biscuits with chorizo gravy and he said they were really good. He also asked for a hot chocolate. Our server (I can't remember what her name was but we were in the room that looks out onto the patio on Sunday 12/17) went to the back to check if they had it and it turns out she made it by heating up milk and melting chocolate.. they didn't have packets so she went above and beyond. Incredible food, incredible service, and definitely one of our new regular spots when we visit!",Uptown,Tavern,60.05,10.27,17.1,1,,Male,Native American
4b5YwUYv8RByje54vuaGZg,Customer_6779,2017-01-03 04:33:22,⭐⭐⭐⭐⭐,,Uptown,Tavern,64.54,12.65,19.6,4,56-65,Male,Hispanic
Jdvrv1PnYvSKXLQS3KsMzg,Customer_8010,2016-04-02 18:22:23,⭐⭐⭐⭐⭐,"On a girls trip to nashville the gentleman on the plane ride into town suggested this restaurant. We went during Brunch time on Saturday. Reasonable wait, but they text you when the table is ready. Everything was amazing. Highly suggest the stir-fry and tavern burger and obviously you have to try the white trash hash. Highly recommend for visitors and locals alike.",Uptown,Tavern,33.69,13.48,40.0,3,46-55,Non-binary,Caucasian
4LJZNEPBT3QiAU0FqIU-2g,Customer_7849,2013-02-22 18:15:55,⭐⭐⭐,"I've only been to Tavern once and it was for Sunday brunch. 
My friend and I wanted somewhere close to our church (Midtown 12South) and she suggested Tavern because she said the brunch food was good. I wasn't too sure about the meal I ended up ordering...you know how you have those days where you teeter back and forth between what to order and then end up just blurting out a choice and don't really know if you're ok with what you said? Well...this one of those times, so it might have skewed my verdict. The food was good, but it wasn't my favorite. The 2for1 brunch drinks helped a bit. 

I might would go back and try some lunch food and see how that is. But for now, it's just A-ok in my book.",Uptown,Tavern,28.75,6.58,22.9,1,18-25,,African American
TqBseui1uj8S9CyQ1J55dg,Customer_6261,2015-07-09 15:55:40,⭐⭐⭐⭐⭐,"This place is amazing! In every way! Great location, great ambiance & atmosphere. The people there, especially our bartender Sarah, were super nice and helpful. She was great! But.... the food. Oh wow the food. Best burger I've ever had ever! If they ask you if you want to upgrade your fries to he seasoned ones (for a mere 50¢) say YES YES YES. Those things are sprinkled with crack, I swear. So good. And the garlic aioli is no joke. The beer list is awesome. Lots of local options. And 2-4-1's on Wednesdays of things like Jack Daniels, other liquors, wine, and some mixed drinks (libations). great place! We'll be back every time we're in Nashville.",Uptown,Tavern,71.67,16.35,22.8,4,18-25,Prefer not to say,Hispanic
K6PCShQxniv8LuDPuEnKxQ,Customer_1980,2017-05-27 04:05:35,⭐⭐,,Uptown,Tavern,80.6,10.41,12.9,3,26-35,Male,Hispanic
1DH1JZ--V1LOoMDE_OK8ww,Customer_8238,2017-09-10 18:39:19,⭐⭐⭐⭐⭐,"The 45 minute wait was well worth it, especially since you have drinks while you wait! The staff here at Tavern were super attentive and really helpful in giving suggestions on what to order. We got the maple fondue and it was incredible, you got to try a little bit of everything. The red velvet waffles were out of this world, the blueberry cornmeal waffles were a slam dunk, the Frosted Flakes crusted French toast was life changing. The sausages were great, the chicken was very spicy but overall great and the fruit was super fresh and sweet. The eggs benedict were really good but very large. All in all I would come back again in a heartbeat!!

WE LOVE TAVERN BRUNCH",Uptown,Tavern,37.45,6.38,17.0,4,65+,Prefer not to say,Other
TNgy0o_Bw8JvyEgvrSsKGg,Customer_6828,2018-08-17 11:15:11,⭐⭐⭐⭐⭐,Everything is wonderful at The Tavern!!!!. The srvice is outstanding. The seafood choices are plentiful. The skillet bread is so so good! I love the portion size..just right. The Chocolate chip cookie skillet dessert is super super delishous! We have gone on a Sunday night a few times a it's semi- quiet and it's a delightful Sunday meal.,Uptown,Tavern,65.3,8.49,13.0,5,18-25,Female,Other
L3M-tEgYRCOVb-0_NtU7bw,Customer_9467,2013-08-18 06:21:52,⭐⭐,,Uptown,Tavern,134.76,22.4,16.6,1,65+,,Mixed
M3EPjYaN9PiuclPw9SJeuw,Customer_2372,2015-12-24 20:23:39,⭐⭐⭐⭐,"*** BUFFALO CAULIFLOWER ***

Need I say more? : )

Friendly staff. Fun atmosphere. Trendy but casual at the same time... ooo and the outdoor patio is a must when the weather is nice.",Uptown,Tavern,37.55,3.6,9.6,4,,Female,Native American
bI1cuNWVGabUUF-n0Kb3pw,Customer_5011,2015-05-30 03:18:24,⭐⭐⭐⭐⭐,The girls and I always go to Tavern for Sunday night dinners. Our favorite waitress Sarah Michelle delivers the best service. She knows our drinks and never steers us wrong on what to try to eat next. The buffalo cauliflower is so yummy but nothing compares to the S'mores for dessert.,Uptown,Tavern,35.05,9.1,26.0,2,36-45,Female,African American
5FMQAlbrrEwAW_QQy8s56w,Customer_2198,2017-08-08 02:47:59,⭐⭐⭐⭐,,Uptown,Tavern,93.62,16.3,17.4,8,36-45,Prefer not to say,Mixed
LxwfF7_VZ2oyUfP2M084VA,Customer_7227,2014-08-14 20:55:34,⭐,"We came here because of all the great yelp reviews, I can't believe this is 4-stars.. Good beer selection, good atmosphere, and decent service.  The food, however, was bla.. We really wanted to try the fried chicken skins, they came out very hard and very stuck together.  The sauce had good flavor but the skins came in a clump that we could hardly break apart. Our food came out about 4 minutes I into our attempt to chisel the skins apart. Kaya toast was weird and really lacked anything to bring the dish together.  After scraping off the sauce it was basically Texas toast and an egg.  The 2 sets of tacos we ordered were both overcooked and VERY dry. Come here for drinks, skip the food!",Uptown,Tavern,29.08,4.29,14.7,2,26-35,Female,
lHmOJX1TWJeH8_0Sp2h24g,Customer_9771,2011-07-01 00:47:41,⭐⭐⭐,,Uptown,Tavern,38.22,8.38,21.9,3,18-25,Prefer not to say,Asian
NixE0NEmzbOF81uRQIUkag,Customer_9141,2015-04-05 03:26:58,⭐⭐⭐⭐⭐,,Uptown,Tavern,54.17,7.04,13.0,2,56-65,Male,Mixed
fJWUhhqbqbEdnLaKpKoOZg,Customer_9581,2018-03-05 21:20:43,⭐⭐⭐,,Uptown,Tavern,29.34,5.41,18.4,2,18-25,Male,Native American
3ZrmT7chVxeSq7HUeVCVhA,Customer_7354,2011-08-28 03:27:18,⭐⭐⭐⭐,"Yum! Mussels are excellent---get extra bread for dipping. Order small plates and share to try lots if items. Kale salad is very good but a small is enough for two people to share since the flavors are unique --- good balance among Parmesan, citrus and cranberries. Guacamole is indeed yummy and lobster hush puppies are a great twist on soul food. Jalapeño ketchup has a nice kick. Shortrib tacos are good, dependable food. They won't knock your socks off, but you won't be sorry. Drinks: 1920 is a little more bitter than I anticipated, but still good. Existentialist is very refreshing as a summer drink.",Uptown,Tavern,18.69,5.28,28.3,2,26-35,Prefer not to say,Other
F0QILcuyjSrTAP_PxLlWCg,Customer_4609,2012-07-16 15:44:10,⭐⭐⭐⭐⭐,"Nashville for the weekend--Brunch on Saturday! (July 14, 2012)

First off I LOVE that they have a Saturday brunch.  Avoiding the crowds of Sunday and having yummy brunch food is awesome.  I don't know why we can't have brunch everyday and brunch for dinner menus should exist---but I digress.

DRINKS:
We ordered cocktails (2 for 1!!!!!!): cucumber bloody mary, sangria, and champaign drink.  The sangria was great and I loved the bloody mary---champaign drink was tasty but paled by comparison.  Also--our incredibly awesome server gave the helpful tip that the sangria is the most booze for the buck.  Not really my most important thing to know when ordering a cocktail, but I appreciate that she willingly shared the info.

FOOD: 
Chorizo gravy and cheese biscuits =yummy but very rich!
Singapore stir fry thing =FANTASTIC--watch out for the spice but totally worth the burn
Benedict w/tabasco =don't remember the name.  I am not one for benedicts but my friends both said it was quite good.
Sweet Potato chips with blue cheese dip =super awesome, need to figure out how to make that dip.
White Trash Hash =very yummy

Service was great and we were seated right away.  If I lived in Nashville this place would be in heavy rotation.",Uptown,Tavern,48.45,7.06,14.6,2,36-45,Male,African American
14JPuG_IyWeP-DQGrpNdng,Customer_6176,2015-04-18 18:36:57,⭐⭐⭐⭐,Great place to watch sports and try the good food selection. Brunch is great on the weekend and have something special always. Just get ready for the line so my ght as well get a spot on the bar or wait forever.,Uptown,Tavern,34.84,0.0,0.0,3,,Female,
PQlo8P3OjrJlE4UUmo38fQ,Customer_6987,2013-05-10 15:46:40,⭐⭐⭐⭐,,Uptown,Tavern,65.92,15.73,23.9,2,36-45,Prefer not to say,
8Lpm7yJ4lBZr_kXZMaCZuQ,Customer_5262,2011-04-24 14:08:27,⭐⭐⭐⭐,,Uptown,Tavern,96.55,26.56,27.5,2,56-65,Non-binary,Other
pdhzV2NxQqbFUb9GCfxZ6Q,Customer_5718,2014-05-27 00:13:47,⭐⭐⭐,"I don't get it. 4 and 5-start reviews abound, and the weekend brunch line is absurd, but I'd have to describe my experience at Tavern as ""just okay."" I went here on a Sunday morning ambigudate a month ago. We managed to get bar seating after waiting about 10 minutes, which seemed pretty good compared to the lengthy wait for a real table. The place was bustling, but we didn't have to wait too long to get in our drink orders. That said, while I love deals--and 2-for-1 mimosas and the like qualify--I wasn't bowled over. It tasted like a cheap cava and was heavy on the orange juice. I ordered a burger while my dining companion decided to go with the traditional brunch. My burger was decent but not mouthwateringly amazing, which makes it a far cry from many of the reviews claiming this to be the ""best burger in Nashville."" Similarly, despite the attempts to make the brunch fare a bit fancier, I wasn't bowled over by any of the flavors. While the prices aren't crazy expensive, they aren't cheap either. Overall I'd describe Tavern as ""fine."" I'd have no qualms about returning, but the foodie within me doesn't get the hype. Nashville, just because something is dressed up to look fancy and act fancy doesn't mean it's *actually* fancy.",Uptown,Tavern,35.21,10.56,30.0,3,,Male,Caucasian
qbmgggvL5Wn7e_zE8Jpvrw,Customer_6159,2015-10-25 02:58:33,⭐⭐⭐⭐⭐,"Evan the doorman was as friendly as his beard is burly. Jenna the hostess got us a table wiki wiki even though the place was packed. Amy our server professed her love for us because we ordered 8 items at once and handed her the menus back. Specialty cocktails were fantastic and the fish tacos were off the charts delicious. Well done, Tavern. Well done.",Uptown,Tavern,33.46,6.57,19.6,3,46-55,,African American
lHmOJX1TWJeH8_0Sp2h24g,Customer_7861,2011-07-01 00:47:41,⭐⭐⭐,,Uptown,Tavern,43.04,6.27,14.6,2,56-65,Non-binary,Hispanic
78SJbrLLX0TnzZThv9H-Pw,Customer_7909,2018-05-23 12:44:02,⭐⭐⭐,Don't order the fish tacos- they were very disappointing. I didn't even want to eat them. Order the burger. It was very good. Restaurant is a little overpriced for what it is.,Uptown,Tavern,85.58,15.16,17.7,6,,Prefer not to say,Other
qZll0RzBgnxw2Z4LnBii3w,Customer_3938,2016-05-09 15:54:16,⭐⭐⭐⭐⭐,,Uptown,Tavern,22.17,5.43,24.5,3,26-35,Non-binary,Caucasian
fAZ3e6jOEseEBYJOn8m8zw,Customer_4530,2017-08-10 23:37:18,⭐⭐⭐⭐,Was not too much a fan of some of the food. The Lamb was not lamb have no clue why it was.  However the staff is very nice and the drinks were great.,Uptown,Tavern,60.28,10.04,16.7,4,36-45,Female,Hispanic
tW-rXzNfiK8yhm1BrfsYfg,Customer_7082,2011-03-26 18:55:07,⭐⭐⭐⭐,"Went to Tavern for the first time last night after hearing many of my friends rave about it. Got there at 6 p.m. for a friend's birthday gathering and it was not crowded then. We had a big group and the staff was accommodating about our taking two of the big booths in the bar and spilling out in the aisle. The wine list is very modest but I found something that worked. Service was good. Now, I gotta say, the server didn't seem like she loves her job - she didn't look all that happy about serving us, but she was timely and checked back often, so who am I to complain? I didn't order food myself, but grazed off my friends' appetizers. The nachos with 'angry chicken' were really, really good. I've never met a nacho I didn't like, but these rank in the top two or three I've ever had. I was suspicious about the guacamole - who puts goat cheese and pistachios in guac? Why gild the lily? But once I picked off the nuts and cheese, the guac was also superlative: had a really nice garlicky kick. There wasn't a whole lot on the menu that didn't look appealing, so I am looking forward to going back soon and having a real meal. On the whole, I like it a lot better than its sister, Whiskey Kitchen.",Uptown,Tavern,17.45,0.0,0.0,2,26-35,Female,Native American
