review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
F4_DYi_7czpyLMrErrKaQg_copy,Guest_3148,08/01/2011,,"We cam here for my wife's birthday this year that also just so happens to be Cinco De Mayo. We didn't want to go to a mexican joint so we chose the Bricks after reading some specials that they had going online. I have to say it was a good night and a lot of fun. Good drinks as well as food. Great ambiance, this is an older building in Ybor that they really did a great job of restoring. These guys are always having great food and happy hour specials. You won't be disappointed.",Eastside,The Bricks,5.58,0.47,8.5,2,,Female,Hispanic
I3nDwvABhYqKdcxpN6_eaA_copy,Guest_8119,23.04.2014,5.0,"Easily my favorite overall spot in Ybor. The food is freaking amazing, the staff is awesome and know their booze/beer, and it just has a great feel.",Eastside,The Bricks,13.31,2.52,18.9,3,,Non-binary,Mixed
BceKC7jAlfmF6C-z-OTflQ_copy,Guest_9440,08/19/2017,4.0,"I went there for dinner while in the Tampa area and had a great meal. They have multiple Vegan and Vegetarian options, while also having a full bar with Guinness. Very unusual across the good ole USA. The place is in an interesting area, which seems it could be a little rough in the dark, so if you go, I would reccomend going during the light hours. The bartenders are really nice, and helpful with picking a good dish.",Eastside,The Bricks,16.44,2.57,15.6,2,56-65,Female,Caucasian
LyBfA_NGwBAqf0LqVsDBhw_copy,Guest_6177,2012-05-29,,"Based this visit entirely upon previous Yelp reviews, which as usual we're spot on. Great atmosphere and feel to this place - Kind of an art house meets coffee house meets Animal House environment. Very unusual. In a good way. The service was relaxed, social and great. The beverages were delicious and the menu was quite interesting. 
I so wanted the food to be much better than it was. Tried the Bird and Pig, a specialty grilled cheese and a couple apps. Everything was good but not great. In truth, if I was judging on food alone, there would be three stars instead of four. But the atmosphere and the staff clearly deserved the extra star, and I'll head back to try some other items on the menu next visit.",Eastside,The Bricks,,2.3,16.5,6,56-65,Male,
Cbxf9vtQNVzMoch3s_AKTA_copy,Guest_2054,05/30/2012,4.0,"I had a good time at The Bricks of Ybor. The service is really spot on and the quality of the food's pretty good. I had the pulled pork sandwich. It was pretty good. Nothing memorable but what makes this place a four star place are the happy hour beer prices and the interesting art inside. I loved the star wars art throughout this place and particularly loved the berpo and ern2d2 painting. Friendly, fun crowd that looks like they're coming to a John Waters costume party.",Eastside,The Bricks,16.7,1.83,11.0,5,56-65,Female,Mixed
C5VBfvKrFBGl7uhEONk8OA_copy,Guest_9328,02/09/2017,5.0,,Eastside,The Bricks,11.55,2.28,19.7,1,,Male,Mixed
ceZuAvgL5kULPFX4PFjIUg_copy,Guest_1220,18.08.2017,5.0,,Eastside,The Bricks,,8.66,16.3,4,,Female,Hispanic
BCLvpd08Ci4Tcq-fIRhZdA_copy,Guest_4935,08/08/2017,,,Eastside,The Bricks,18.11,4.41,24.4,2,65+,Prefer not to say,
s9dqqPMdKO3QdJ5s7lrt3g_copy,Guest_5332,11/28/2016,,,Eastside,The Bricks,,4.88,35.0,1,,Prefer not to say,African American
eNHgYkJwmuM0Gg42AL6V6Q_copy,Guest_7825,2017-01-31,1.0,"If you're immune to salmonella poisoning then this is the perfect place for you! Very overpriced, minimum effort in providing authentic food NOT out of a can. They undercook the chicken and it taste like refrigerator. Please don't waste your hard earned cash on half assed food. Unless you just want drinks and a good time with friends, don't come here.",Eastside,The Bricks,19.68,4.66,23.7,3,18-25,,
EVklXIXTKM7MroTzc-EsPA_copy,Guest_6603,04/09/2017,4.0,"I ordered the Kung fury bowl and it's pretty good, just not a huge fan of Asian slaw. The restraunt is pretty cool with the decoration and not at a super crowded location in ybor. The servise was a bit slow, but the food came pretty quick.",Eastside,The Bricks,,3.34,13.8,2,,Male,Caucasian
asr6SiNjIrpTrGwMeBp9Pg_copy,Guest_9642,03.07.2015,5.0,"Great environment, good assortments of beers, funky people, board games, chill vibes, Monday Game nights and random parties, outside patio, great coffee, try liquid heroin coffee, one of my favorite places in town",Eastside,The Bricks,,0.0,0.0,2,56-65,,Mixed
eNHgYkJwmuM0Gg42AL6V6Q_copy,Guest_8366,2017-01-31,1.0,"If you're immune to salmonella poisoning then this is the perfect place for you! Very overpriced, minimum effort in providing authentic food NOT out of a can. They undercook the chicken and it taste like refrigerator. Please don't waste your hard earned cash on half assed food. Unless you just want drinks and a good time with friends, don't come here.",Eastside,The Bricks,17.17,3.62,21.1,2,36-45,,Native American
4ywDqRoYjy16Z_UFox0qTg_copy,Guest_9117,22.07.2012,1.0,"Food is terrible. Nacho dip was covered in there advacado cream dressing which was bad. Very sloppy. The pesto grilled cheese, was covered in way too much pesto. Again very sloppy. Overall bad food, chef must be high or something. Oh and found a few ants crawling up my leg. Will never come back.",Eastside,The Bricks,10.98,2.22,20.2,2,,Prefer not to say,Caucasian
zs4OcjXPJOkdhKV_CtRgpQ_copy,Guest_1985,11.06.2014,4.0,,Eastside,The Bricks,22.86,3.79,16.6,4,,Non-binary,Hispanic
EWgE8zamjHBz8CMRdLIHVw_copy,Guest_9054,2011-12-03,4.0,"Lots of vegetarian options. The servic was pretty fast. The skateboard wall was nice (Calvin & Hobbes represent!). The sandwich I got was a bit lacking in the flavor department. Really didn't know what to eat since I went here at night just before a binge of dancing and drinking. Didn't really feel into the peanut butter at that point in time. Next time I'll try their peanut butter creations, but I'll probably go for brunch or a late lunch since it seems the menu is more designed for that and not any pre-gaming.",Eastside,The Bricks,21.72,4.48,20.6,4,36-45,Non-binary,
UmA-9d4M4x8F5UKkVCAjEg_copy,Guest_7406,01/19/2015,5.0,"Great atmosphere and service, food and drinks were excellent. Everything was fresh.  Bird and the pig sandwich was delicious, also the pacific rim. Will return soon.",Eastside,The Bricks,33.94,13.58,40.0,4,18-25,Prefer not to say,Mixed
8PtU0lutz85WqmKOhTY-3w_copy,Guest_9070,2017-03-16,1.0,"Went here for lunch. Ordered the pork rice bowl. My food took forever to be served. Then it was cold. The server took it back offering me a NEW order to be cooked. My food came back quickly, it was the same good and the exact same temperature. I wasn't offered a NEW order, however I was asked if I'd like something else, I declined. Terrible srvice, manager was never sent over while I sat and watched my colleagues eat their lunch!",Eastside,The Bricks,24.28,7.02,28.9,2,46-55,Non-binary,Mixed
BCLvpd08Ci4Tcq-fIRhZdA_copy,Guest_2408,2017-08-08,2.0,"Leaving this 2-star review in response to the food, not the place as a drinking/hangout spot...although the wine was crap, too. 2-Stars awarded for the Nintendo 64 and all of the nostalgia-worthy games, the decent choice of drafts (even if they were out of the draft I ordered), and the great service from the staff. The food, on the other hand, will make you wish you had eaten at home. My wife and I went out as a treat because we didn't feel like cooking, but the majority of our food was sub-par. I got the shrimp po-boy which was not a po-boy by definition (it was just shrimp on a crappy sandwich...no French bread, no Cajun sauce or even enough Cajun seasoning, and the shrimp was obviously frozen-thawed not fresh). One of the shrimps was even gray when I bit into it, and the sandwich itself smelled more like old fish than fresh shrimp. My wife got the Athena chicken sandwich and that was just so-so, with the overwhelming taste of feta disguising the low-quality factory chicken they use for the sandwich. The best part of our collective meals was the mixed greens we ordered as a side, so I wouldn't exactly recommend ordering food here unless you're completely hammered and taste is not a priority.",Eastside,The Bricks,6.9,0.85,12.3,4,46-55,Non-binary,Other
I3nDwvABhYqKdcxpN6_eaA_copy,Guest_6022,2014-04-23,5.0,,Eastside,The Bricks,,6.67,15.2,3,65+,,African American
4zK6gMub9v__3lsr9FU7KQ_copy,Guest_1986,18.01.2015,5.0,"Very fresh food- they actually make their own stuff! We ate lunch at the bar and the bartender went out of his way to help my husband find a good gluten free option. 

I ordered the black bean burger and it was delicious! Great atmosphere as well. Definitely recommend this place as there are not all that many fresh and relatively healthy places in the area. Wish we had found it sooner!",Eastside,The Bricks,21.28,2.47,11.6,2,,Female,Mixed
IgVIc163TZ4xbJqfUKdnRw_copy,Guest_3540,21.10.2015,5.0,,Eastside,The Bricks,,3.78,19.4,4,26-35,Female,
zbaEspWboOPPonKjB4jbWA_copy,Guest_9368,2012-06-29,4.0,"A couple of nights ago the Tampa Bay Lady Bloggers met at The Bricks for our monthly book club meeting. The staff was very welcoming and was happy to push together several tables for us. Our server was so nice and helpful and cheerfully took a group photo for us (annoying bloggers).

The ""hole in the wall"" atmosphere at The Bricks is fun and eclectic, with local art for sale lining the walls. I loved the laid-back, hip feeling of the place.

I had the ""brick,paper,scissors"" martini and it was so refreshing and delicious that I had to get a second with my entree. The table shared an order of the ""bricklayer"" nachos and they were okay, but the house-made salsa on the side was out of this world. For my entree I got the ""bird and pig"", based on so many great Yelp recommendations. It did not disappoint with thick, crispy bacon, sweet apples and agave nectar, tasty chicken and delicious pressed ""sweet"" bread. I almost caved in and got the Ahi tuna BLT because it looked so good on the menu...I'll definitely be back and try that next time to compare.

Thank you Bricks for hosting our meet-up. See you again soon I hope! My blog post about our meeting at The Bricks is here: http://carolinecalcote.com/2012/06/28/tampa-bay-lady-bloggers-book-club/",Eastside,The Bricks,13.26,2.1,15.8,2,65+,Non-binary,
P-lZE6cZgfWkojreLiu7Vg_copy,,2017-03-15,4.0,The Bricks is a tasty restaurant for lunch with a cool and unique Ybor City atmosphere along with friendly service! The only reason it didn't get 5 stars is because it is a little pricey for the quantities.,Eastside,The Bricks,24.85,3.43,13.8,4,36-45,Female,Asian
TCzaF5Lj0NLoCQuIujEzJg_copy,,11/30/2014,4.0,,Eastside,The Bricks,36.82,14.73,40.0,2,,Non-binary,Hispanic
8zXgEkLjDwArMWCiDa4tLQ_copy,Guest_7989,11.10.2012,2.0,"I like some of the cocktails here but the food is mediocre. Ive never understood why it gets the ratings on food that it does, but then again we are in Tampa. Its basically like food you could whip up in a few minutes at home using your microwave for a 3rd of the cost. Except not as tasty. Anyone who loves eating here has the palate of a 14-year-old boy. Maybe its time they get an actual kitchen.",Eastside,The Bricks,24.34,5.81,23.9,4,,Female,Native American
NYilSGDWsYrFnB2EpDRMFA_copy,Guest_7492,02/04/2018,2.0,"My wife and I have visited twice, and another time with friends. While we like the food and beer choices, the servic is inexcusably very slow. We visited on a Saturday afternoon around 5:00 and the place was only 1/3 full. Took a while for our server to greet us, arrived just when we were about to get up and leave. Ordered a beer for each of us and waited at least 10 minutes before I finally got up to ask the bartender about our drinks (after watching him not making any drinks for several minutes and serving a few others who just arrived at the bar). I could barely get the words out before he says they'll be right up. I sit back down, and he still doesn't pour them. We were about to leave again when another bartender made eye contact and she poured the drinks and brought them to us. While our waitress was friendly, she should have been checking on our drinks. Same slow expereince with the other two visits, this time we are certain we will not be back.",Eastside,The Bricks,24.39,4.75,19.5,2,,Male,Caucasian
4Wxmz2w4cbaOepnIwcI1ig_copy,Guest_5086,2014-12-23,5.0,"While I was in Tampa for the last 2 years, The Bricks was a second home. Great food and even greater people. I moved back to Seattle and left making friends. Wish I could've brought The Bricks and my new friends back with me. Definitely a place for locals and visitors to check out!",Eastside,The Bricks,20.79,8.32,40.0,4,56-65,Prefer not to say,Mixed
IgVIc163TZ4xbJqfUKdnRw_copy,Guest_8763,21.10.2015,5.0,"This might be my first five star rating. This place was absolutely awesome and I cannot wait until I go back for a second time. Our sever, Millie, was friendly and efficient from the moment we sat down. The atmosphere of the place was unique, and the food was among the most unique in Tampa that I have experienced in years. I got the pork tacos for an appetizer and the ""bird and pig"" for lunch. The sandwich was so good I could have ordered it again. Overall it was a fantastic experience and I will be returning for their drink specials.",Eastside,The Bricks,,1.95,15.9,2,,Prefer not to say,Mixed
